Issue Key,Summary,Type,Status,Priority,Resolution,Affects Versions,Fix Versions,Components,Labels,Assignee,Reporter,Created,Updated,Resolved,Description,Comments
CAMEL-10597,Swagger prints child object types as string parameters rather than refs,Bug,Resolved,Minor,Fixed,[2.18.0],[2.17.5,2.18.2,2.19.0],[camel-swagger],[],Claus Ibsen,Bob Paulin,2016-12-14T14:42:08+0000,2016-12-15T14:26:13+0000,2016-12-14T15:31:58+0000,Assume I have rest pathrest("/test").get().type(ClassA.class).to("direct:someRoute");rest("/testSub").get().type(ClassB.class).to("direct:someOtherRoute");And in the type ClassA contains a reference to ClassB.Within the Swagger Doc the path for ClassA renders as expected:/test:    get:      responses:        200:          schema:            $ref: '#/definitions/ClassA'However ClassB gets a string parameter scheme /testSub:    get:      responses:        200:          schema:             type : 'string'             format : 'com.ClassB'However I'd expect it to be:/testSub:    get:      responses:        200:          schema:            $ref: '#/definitions/ClassB',[]
